customer_id,customer_name,age,city,product_id,product_name,category,purchase_date,purchase_quantity,price_per_unit,total_spent
183,Tina Lewis,79.0,Arthurburgh,197,Tofu,Organic,2024-06-22,1.0,7.4,7.4
184,Sean Travis,61.0,Hartfurt,107,Tofu,Snack,2024-08-31,4.0,13.93,55.72
185,Michael Wagner,57.0,North Debrahaven,188,Fresh Milk,Organic,2024-07-17,1.0,9.76,9.76
186,Paula Young,75.0,Thomasmouth,138,Tofu,Snack,2024-01-15,3.0,8.95,26.849999999999998
187,John Edwards,30.0,Lake Keith,131,Fresh Milk,Dairy,2024-01-03,1.0,9.96,9.96
188,James Parker,60.0,South Joeborough,118,Fresh Milk,Snack,2024-06-14,1.0,4.47,4.47
189,Kayla Santiago,56.0,Catherinechester,171,Almond Butter,Dairy,2024-05-29,3.0,9.27,27.81
190,Catherine Cruz,29.0,Andersonborough,105,Organic Apples,Organic,2024-10-02,1.0,9.78,9.78
191,Bradley Lyons,56.0,East James,105,Granola,Organic,2024-07-28,4.0,1.03,4.12
192,James Taylor,54.0,Wilsonview,191,Organic Apples,Snack,2024-03-03,1.0,12.0,12.0
193,Jennifer Duncan,77.0,Juanstad,120,Organic Apples,Organic,2024-03-23,2.0,11.09,22.18
194,Nicole Thompson,45.0,Rosestad,183,Fresh Milk,Organic,2024-05-28,1.0,3.67,3.67
196,Christopher Nelson,65.0,South Austin,192,Fresh Milk,Snack,2024-10-23,4.0,12.22,48.88
197,Wendy Johnson,72.0,Alanberg,188,Granola,Vegetable,2024-01-14,1.0,9.71,9.71
198,Kelly Hansen,43.0,Sanchezstad,186,Almond Butter,Dairy,2024-01-31,1.0,11.44,11.44
199,Jacob Huang,56.0,North Aaronberg,162,Fresh Milk,Snack,2024-03-18,1.0,3.55,3.55
200,Mrs. Shannon Lopez,41.0,South Danachester,160,Kale,Snack,2024-10-16,2.0,17.49,34.98
201,Stacy Brown,61.0,Lake Danielberg,130,Organic Apples,Snack,2024-01-01,2.0,17.25,34.5
202,Benjamin Padilla,28.0,West Joseph,175,Organic Apples,Snack,2024-09-08,4.0,16.41,65.64
203,William Perry,41.0,West Williammouth,109,Almond Butter,Dairy,2024-06-24,2.0,1.04,2.08
204,Mary Davis,49.0,Powellburgh,114,Tofu,Vegetable,2024-06-05,2.0,7.41,14.82
205,Emily Dalton,35.0,West Andrew,165,Almond Butter,Organic,2024-05-12,4.0,5.43,21.72
206,Kyle Gonzalez,44.0,New William,174,Almond Butter,Vegetable,2024-07-01,2.0,7.9,15.8
207,William Adams,77.0,North Amberport,186,Granola,Dairy,2024-09-25,2.0,14.2,28.4
208,Mark Gomez,70.0,Michelleport,142,Kale,Organic,2024-04-08,2.0,18.27,36.54
209,Beverly Mcclure,20.0,Orozcoville,117,Kale,Vegetable,2024-11-04,4.0,5.05,20.2
210,Carol Marshall,58.0,Port Susan,163,Organic Apples,Snack,2024-04-27,3.0,12.24,36.72
212,Anna Barrett,76.0,South Charlesville,120,Tofu,Dairy,2024-02-07,2.0,11.07,22.14
213,Taylor Martin,72.0,Port Juan,166,Fresh Milk,Dairy,2024-07-15,1.0,14.45,14.45
214,Lacey Larson,27.0,Patrickmouth,163,Organic Apples,Organic,2024-04-19,1.0,13.47,13.47
215,Jamie Terry,34.0,North Pamela,108,Organic Apples,Vegetable,2024-02-25,1.0,19.94,19.94
216,Elizabeth Nelson,73.0,East Robert,122,Almond Butter,Snack,2024-03-31,2.0,14.64,29.28
217,Ariana Davies,18.0,Josephberg,191,Granola,Snack,2024-09-16,2.0,9.14,18.28
218,Danny Thompson,35.0,Rodriguezberg,125,Tofu,Dairy,2024-04-21,2.0,15.35,30.7
219,David Richardson,21.0,Markstown,150,Kale,Organic,2024-02-25,2.0,1.86,3.72
220,Andrew Cohen,57.0,West Lindaberg,124,Kale,Dairy,2024-05-01,4.0,14.22,56.88
221,Jason Wheeler,71.0,North Sarah,189,Kale,Organic,2024-06-02,2.0,10.87,21.74
222,Clayton Stafford,32.0,Jennifermouth,121,Fresh Milk,Vegetable,2024-09-24,4.0,12.53,50.12
223,Anthony Moore,36.0,Lake Allenbury,192,Organic Apples,Organic,2024-02-09,1.0,13.7,13.7
224,Steven Allen,57.0,East Taramouth,123,Fresh Milk,Organic,2024-04-20,4.0,11.43,45.72
226,Jonathan Avila,69.0,Vincentside,191,Almond Butter,Snack,2024-05-01,2.0,17.98,35.96
227,Jordan Doyle,35.0,Jamiestad,142,Organic Apples,Organic,2024-05-14,4.0,3.13,12.52
229,Karen Luna,66.0,Livingstonchester,116,Organic Apples,Dairy,2024-02-04,1.0,18.35,18.35
230,Anthony Stone,64.0,South Matthew,140,Granola,Organic,2024-06-23,1.0,5.99,5.99
231,Katie Morris,41.0,Rebeccachester,189,Organic Apples,Dairy,2024-03-02,4.0,15.35,61.4
233,Sarah Holland,62.0,Wesw Grantport,161,FRESH MILK,Organic,2024-09-21,2.0,6.24,12.48
234,Karen Logan,29.0,South Lisaville,138,ALMOND BUTTER,Vegetable,2024-06-03,1.0,16.67,16.67
235,Tabitha Schultz,56.0,West Michaelstad,179,Almond Butter,Snack,2024-06-04,1.0,15.08,15.08
236,Lisa Parker,56.0,New Thomas,134,Organic Apples,Organic,2024-09-24,2.0,14.07,28.14
238,Eddie Phillips,50.0,West Michellehaven,114,Almond Butter,Dairy,2024-05-18,1.0,14.27,14.27
239,Tamara Davis,57.0,East Michaelfort,155,Almond Butter,Snack,2024-09-01,4.0,16.76,67.04
240,Darryl Smith,60.0,Simschester,132,Fresh Milk,Vegetable,2024-04-08,3.0,15.52,46.56
241,Rebecca Clarke,59.0,North Kara,144,Organic Apples,Dairy,2024-06-19,2.0,5.83,11.66
242,Julie Hess,59.0,Elizabethside,153,Granola,Organic,2024-03-26,2.0,7.33,14.66
243,Ricky Cooper,24.0,Kimberlyberg,112,Organic Apples,Vegetable,2024-03-30,2.0,194.39,388.78
244,Eric Shaffer,30.0,West Crystalberg,123,Granola,Dairy,2024-08-31,1.0,12.45,12.45
245,Matthew Sosa,23.0,Whiteside,114,Organic Apples,Dairy,2024-07-10,1.0,3.26,3.26
247,Richard Trevino,75.0,Lake Kelsey,174,Fresh Milk,Dairy,2024-03-25,1.0,14.26,14.26
248,Ashley Henderson,39.0,Reyesmouth,182,Almond Butter,Dairy,2024-07-28,1.0,2.71,2.71
249,Julie Li,44.0,Torresside,199,Granola,Dairy,2024-03-23,1.0,7.16,7.16
250,Michael Simpson,49.0,North Kaitlin,148,Fresh Milk,Dairy,2024-05-06,3.0,1.0,3.0
251,Karen Henderson,22.0,Sanfordfort,110,Organic Apples,Snack,2024-10-23,4.0,6.46,25.84
252,Robert Smith,36.0,West Jacobshire,142,Fresh Milk,Vegetable,2024-08-15,3.0,6.57,19.71
253,Shannon Jones,77.0,North Samantha,147,Fresh Milk,Snack,2024-11-06,2.0,14.36,28.72
254,David Ayers,38.0,Lake Susan,187,Granola,Dairy,2024-06-22,4.0,15.6,62.4
256,Julie Johnson,53.0,Ayalabury,112,Kale,Organic,2024-05-02,4.0,18.94,75.76
257,Tyler Perry,25.0,Johnsontown,189,Almond Butter,Dairy,2024-05-21,2.0,12.65,25.3
258,Rebekah Bailey,70.0,Franklintown,158,Almond Butter,Dairy,2024-08-01,4.0,291.89,1167.56
259,Martin Avila,75.0,West Frank,132,Organic Apples,Snack,2024-05-13,1.0,9.35,9.35
260,John Anderson,46.0,New Nicole,131,Organic Apples,Vegetable,2024-03-18,1.0,5.68,5.68
261,Jonathan Harris,24.0,South Stephenshire,170,Granola,Snack,2024-08-31,3.0,12.44,37.32
262,Kyle Kent MD,78.0,West Glenntown,161,Fresh Milk,Vegetable,2024-01-20,3.0,17.23,51.69
263,Theresa Perkins,68.0,Alexanderton,132,Granola,Snack,2024-02-06,3.0,11.01,33.03
264,Joshua Evans,46.0,Port Tamaratown,182,Fresh Milk,Snack,2024-10-19,2.0,10.57,21.14
265,Carrie Adams,44.0,West Elizabethport,110,Organic Apples,Snack,2024-07-11,3.0,7.96,23.88
266,Eric Wheeler,23.0,East Richard,140,Kale,Organic,2024-03-14,2.0,10.39,20.78
267,Chad Carter,51.0,Lake Stacyport,130,Almond Butter,Snack,2024-04-29,2.0,8.27,16.54
268,Beth Johnson,68.0,New Traci,107,Organic Apples,Organic,2024-07-05,2.0,11.87,23.74
269,Brian Dean,49.0,Normanhaven,126,Kale,Snack,2024-05-04,3.0,6.8,20.4
270,Thomas Kelly,73.0,Moralesport,194,Granola,Dairy,2024-01-06,2.0,15.61,31.22
271,Angelica Miller,52.0,East Erikafurt,191,Organic Apples,Snack,2024-08-23,1.0,17.26,17.26
272,Christine Medina,32.0,South Katherineview,131,Almond Butter,Vegetable,2024-07-11,3.0,9.84,29.52
273,Dustin Reynolds,25.0,North Helenview,117,Kale,Dairy,2024-01-03,3.0,11.16,33.480000000000004
274,Carol Baker,51.0,Collinsland,153,Tofu,Dairy,2024-01-27,4.0,4.6,18.4
275,Erika Davis,73.0,South Amber,113,Tofu,Vegetable,2024-02-19,3.0,12.18,36.54
276,John Russell,26.0,Lake Lisa,101,Granola,Snack,2024-05-15,3.0,11.14,33.42
277,Larry Bridges,35.0,South Katie,154,Kale,Dairy,2024-09-02,2.0,5.88,11.76
278,Tracy Hansen,49.0,North Gregory,199,Fresh Milk,Snack,2024-04-12,3.0,14.18,42.54
279,Brittany Rogers,50.0,Brewerville,173,Tofu,Organic,2024-07-11,1.0,11.83,11.83
281,Martha Diaz,71.0,Lindashire,116,Granola,Dairy,2024-08-27,2.0,15.68,31.36
282,Walter Huerta,44.0,New Sarah,136,Fresh Milk,Snack,2024-01-19,2.0,3.32,6.64
